,ReportedOrigin,Population,Neighbourhood#
1097,Germany,0,76
1098,Greece,0,76
1099,Hungary,0,76
1100,Ireland,0,76
1101,Italy,10,76
1102,Netherlands,0,76
1103,Poland,10,76
1104,Portugal,0,76
1105,Romania,15,76
1106,Russian_Federation,10,76
1107,Serbia,0,76
1108,Ukraine,0,76
1109,United_Kingdom,25,76
1110,Other_places_of_birth_in_Europe,10,76
1111,Africa,50,76
1112,Algeria,0,76
1113,Egypt,25,76
1114,Ethiopia,10,76
1115,Kenya,0,76
1116,Morocco,0,76
1117,Nigeria,15,76
1118,Somalia,0,76
1119,South_Africa_Republic_of,0,76
1120,Other_places_of_birth_in_Africa,0,76
1121,Asia,260,76
1122,Afghanistan,10,76
1123,Bangladesh,10,76
1124,China,45,76
1125,Hong_Kong,35,76
1126,India,10,76
1127,Iran,10,76
1128,Iraq,0,76
1129,Japan,0,76
1130,Korea_South,10,76
1131,Lebanon,0,76
1132,Pakistan,25,76
1133,Philippines,30,76
1134,Sri_Lanka,0,76
1135,Syria,0,76
1136,Taiwan,10,76
1137,Viet_Nam,15,76
1138,Other_places_of_birth_in_Asia,40,76
1139,Oceania_and_other_places_of_birth,0,76
1140,Total_Immigrant_Population,1245,75
1141,Americas,205,75
1142,Brazil,0,75
1143,Colombia,10,75
1144,El_Salvador,0,75
1145,Guyana,20,75
1146,Haiti,0,75
1147,Jamaica,30,75
1148,Mexico,15,75
1149,Peru,0,75
1150,Trinidad_and_Tobago,15,75
1151,United_States,65,75
1152,Other_places_of_birth_in_Americas,55,75
1153,Europe,385,75
1154,Bosnia_and_Herzegovina,20,75
1155,Croatia,0,75
1156,France,30,75
1157,Germany,25,75
1158,Greece,0,75
1159,Hungary,0,75
1160,Ireland,10,75
1161,Italy,25,75
1162,Netherlands,15,75
1163,Poland,30,75
1164,Portugal,0,75
1165,Romania,15,75
1166,Russian_Federation,35,75
1167,Serbia,10,75
1168,Ukraine,10,75
1169,United_Kingdom,110,75
1170,Other_places_of_birth_in_Europe,60,75
1171,Africa,140,75
1172,Algeria,0,75
1173,Egypt,15,75
1174,Ethiopia,40,75
1175,Kenya,10,75
1176,Morocco,0,75
1177,Nigeria,10,75
1178,Somalia,20,75
1179,South_Africa_Republic_of,10,75
1180,Other_places_of_birth_in_Africa,45,75
1181,Asia,500,75
1182,Afghanistan,0,75
1183,Bangladesh,30,75
1184,China,65,75
1185,Hong_Kong,80,75
1186,India,40,75
1187,Iran,65,75
1188,Iraq,10,75
1189,Japan,15,75
1190,Korea_South,20,75
1191,Lebanon,10,75
1192,Pakistan,10,75
1193,Philippines,35,75
1194,Sri_Lanka,20,75
1195,Syria,0,75
1196,Taiwan,20,75
1197,Viet_Nam,15,75
1198,Other_places_of_birth_in_Asia,70,75
1199,Oceania_and_other_places_of_birth,15,75
1200,Total_Immigrant_Population,2970,73
1201,Americas,475,73
1202,Brazil,50,73
1203,Colombia,30,73
1204,El_Salvador,10,73
1205,Guyana,55,73
1206,Haiti,0,73
1207,Jamaica,55,73
1208,Mexico,20,73
1209,Peru,0,73
1210,Trinidad_and_Tobago,45,73
1211,United_States,125,73
1212,Other_places_of_birth_in_Americas,90,73
1213,Europe,830,73
1214,Bosnia_and_Herzegovina,20,73
1215,Croatia,15,73
1216,France,35,73
1217,Germany,35,73
1218,Greece,20,73
1219,Hungary,25,73
1220,Ireland,50,73
1221,Italy,10,73
1222,Netherlands,20,73
1223,Poland,55,73
1224,Portugal,30,73
1225,Romania,30,73
1226,Russian_Federation,95,73
1227,Serbia,45,73
1228,Ukraine,35,73
1229,United_Kingdom,205,73
1230,Other_places_of_birth_in_Europe,95,73
1231,Africa,295,73
1232,Algeria,0,73
1233,Egypt,20,73
1234,Ethiopia,45,73
1235,Kenya,25,73
1236,Morocco,10,73
1237,Nigeria,20,73
1238,Somalia,50,73
1239,South_Africa_Republic_of,10,73
1240,Other_places_of_birth_in_Africa,120,73
1241,Asia,1345,73
1242,Afghanistan,25,73
1243,Bangladesh,50,73
1244,China,185,73
1245,Hong_Kong,170,73
1246,India,135,73
1247,Iran,100,73
1248,Iraq,0,73
1249,Japan,30,73
1250,Korea_South,75,73
1251,Lebanon,0,73
1252,Pakistan,55,73
1253,Philippines,190,73
1254,Sri_Lanka,50,73
1255,Syria,0,73
1256,Taiwan,20,73
1257,Viet_Nam,85,73
1258,Other_places_of_birth_in_Asia,170,73
1259,Oceania_and_other_places_of_birth,25,73
1260,Total_Immigrant_Population,2765,77
1261,Americas,695,77
1262,Brazil,15,77
1263,Colombia,15,77
1264,El_Salvador,10,77
1265,Guyana,50,77
1266,Haiti,0,77
1267,Jamaica,125,77
1268,Mexico,45,77
1269,Peru,25,77
1270,Trinidad_and_Tobago,105,77
1271,United_States,130,77
1272,Other_places_of_birth_in_Americas,185,77
1273,Europe,775,77
1274,Bosnia_and_Herzegovina,10,77
1275,Croatia,10,77
1276,France,20,77
1277,Germany,45,77
1278,Greece,20,77
1279,Hungary,15,77
1280,Ireland,35,77
1281,Italy,40,77
1282,Netherlands,0,77
1283,Poland,35,77
1284,Portugal,50,77
1285,Romania,35,77
1286,Russian_Federation,50,77
1287,Serbia,40,77
1288,Ukraine,40,77
1289,United_Kingdom,205,77
1290,Other_places_of_birth_in_Europe,140,77
1291,Africa,335,77
1292,Algeria,0,77
1293,Egypt,10,77
1294,Ethiopia,85,77
1295,Kenya,20,77
1296,Morocco,0,77
1297,Nigeria,35,77
1298,Somalia,15,77
1299,South_Africa_Republic_of,15,77
1300,Other_places_of_birth_in_Africa,160,77
1301,Asia,920,77
1302,Afghanistan,0,77
1303,Bangladesh,35,77
1304,China,105,77
1305,Hong_Kong,95,77
1306,India,80,77
1307,Iran,60,77
1308,Iraq,20,77
1309,Japan,10,77
1310,Korea_South,35,77
1311,Lebanon,25,77
1312,Pakistan,0,77
1313,Philippines,225,77
1314,Sri_Lanka,35,77
1315,Syria,0,77
1316,Taiwan,30,77
1317,Viet_Nam,15,77
1318,Other_places_of_birth_in_Asia,135,77
1319,Oceania_and_other_places_of_birth,40,77
1320,Total_Immigrant_Population,570,70
1321,Americas,105,70
1322,Brazil,10,70
1323,Colombia,10,70
1324,El_Salvador,0,70
1325,Guyana,10,70
1326,Haiti,0,70
1327,Jamaica,20,70
1328,Mexico,0,70
1329,Peru,0,70
1330,Trinidad_and_Tobago,15,70
1331,United_States,30,70
1332,Other_places_of_birth_in_Americas,25,70
1333,Europe,175,70
1334,Bosnia_and_Herzegovina,10,70
1335,Croatia,0,70
1336,France,0,70
1337,Germany,10,70
1338,Greece,0,70
1339,Hungary,0,70
1340,Ireland,15,70
1341,Italy,0,70
1342,Netherlands,0,70
1343,Poland,10,70
1344,Portugal,10,70
1345,Romania,10,70
1346,Russian_Federation,10,70
1347,Serbia,0,70
1348,Ukraine,10,70
1349,United_Kingdom,75,70
1350,Other_places_of_birth_in_Europe,30,70
1351,Africa,10,70
1352,Algeria,0,70
1353,Egypt,10,70
1354,Ethiopia,0,70
1355,Kenya,0,70
1356,Morocco,0,70
1357,Nigeria,0,70
1358,Somalia,0,70
1359,South_Africa_Republic_of,0,70
1360,Other_places_of_birth_in_Africa,10,70
1361,Asia,275,70
1362,Afghanistan,0,70
1363,Bangladesh,0,70
1364,China,55,70
1365,Hong_Kong,20,70
1366,India,10,70
1367,Iran,20,70
1368,Iraq,0,70
1369,Japan,15,70
1370,Korea_South,10,70
1371,Lebanon,0,70
1372,Pakistan,0,70
1373,Philippines,45,70
1374,Sri_Lanka,0,70
1375,Syria,0,70
1376,Taiwan,10,70
1377,Viet_Nam,55,70
1378,Other_places_of_birth_in_Asia,40,70
1379,Oceania_and_other_places_of_birth,0,70
1380,Total_Immigrant_Population,930,70
1381,Americas,145,70
1382,Brazil,0,70
1383,Colombia,0,70
1384,El_Salvador,0,70
1385,Guyana,20,70
1386,Haiti,0,70
1387,Jamaica,35,70
1388,Mexico,0,70
1389,Peru,0,70
1390,Trinidad_and_Tobago,10,70
1391,United_States,30,70
1392,Other_places_of_birth_in_Americas,35,70
1393,Europe,225,70
1394,Bosnia_and_Herzegovina,0,70
1395,Croatia,0,70
1396,France,15,70
1397,Germany,0,70
1398,Greece,15,70
1399,Hungary,0,70
1400,Ireland,20,70
1401,Italy,0,70
1402,Netherlands,0,70
1403,Poland,10,70
1404,Portugal,45,70
1405,Romania,0,70
1406,Russian_Federation,0,70
1407,Serbia,0,70
1408,Ukraine,20,70
1409,United_Kingdom,75,70
1410,Other_places_of_birth_in_Europe,15,70
1411,Africa,70,70
1412,Algeria,0,70
1413,Egypt,0,70
1414,Ethiopia,15,70
1415,Kenya,10,70
1416,Morocco,0,70
1417,Nigeria,10,70
1418,Somalia,10,70
1419,South_Africa_Republic_of,10,70
1420,Other_places_of_birth_in_Africa,25,70
1421,Asia,480,70
1422,Afghanistan,0,70
1423,Bangladesh,10,70
1424,China,190,70
1425,Hong_Kong,40,70
1426,India,10,70
1427,Iran,15,70
1428,Iraq,0,70
1429,Japan,0,70
1430,Korea_South,25,70
1431,Lebanon,0,70
1432,Pakistan,10,70
1433,Philippines,35,70
1434,Sri_Lanka,0,70
1435,Syria,0,70
1436,Taiwan,10,70
1437,Viet_Nam,115,70
1438,Other_places_of_birth_in_Asia,35,70
1439,Oceania_and_other_places_of_birth,10,70
1440,Total_Immigrant_Population,660,63
1441,Americas,85,63
1442,Brazil,0,63
1443,Colombia,0,63
1444,El_Salvador,0,63
1445,Guyana,10,63
1446,Haiti,0,63
1447,Jamaica,0,63
1448,Mexico,0,63
1449,Peru,0,63
1450,Trinidad_and_Tobago,0,63
1451,United_States,40,63
1452,Other_places_of_birth_in_Americas,15,63
1453,Europe,370,63
1454,Bosnia_and_Herzegovina,10,63
1455,Croatia,0,63
1456,France,10,63
1457,Germany,40,63
1458,Greece,10,63
1459,Hungary,0,63
1460,Ireland,20,63
1461,Italy,20,63
1462,Netherlands,0,63
1463,Poland,15,63
1464,Portugal,10,63
1465,Romania,0,63
1466,Russian_Federation,25,63
1467,Serbia,0,63
1468,Ukraine,0,63
1469,United_Kingdom,165,63
1470,Other_places_of_birth_in_Europe,30,63
1471,Africa,50,63
1472,Algeria,0,63
1473,Egypt,0,63
1474,Ethiopia,0,63
1475,Kenya,0,63
1476,Morocco,0,63
1477,Nigeria,0,63
1478,Somalia,0,63
1479,South_Africa_Republic_of,30,63
1480,Other_places_of_birth_in_Africa,10,63
1481,Asia,155,63
1482,Afghanistan,0,63
1483,Bangladesh,0,63
1484,China,20,63
1485,Hong_Kong,10,63
1486,India,25,63
1487,Iran,10,63
1488,Iraq,0,63
1489,Japan,0,63
1490,Korea_South,0,63
1491,Lebanon,0,63
1492,Pakistan,10,63
1493,Philippines,20,63
1494,Sri_Lanka,10,63
1495,Syria,0,63
1496,Taiwan,0,63
1497,Viet_Nam,10,63
1498,Other_places_of_birth_in_Asia,35,63
1499,Oceania_and_other_places_of_birth,10,63
1500,Total_Immigrant_Population,1140,63
1501,Americas,270,63
1502,Brazil,0,63
1503,Colombia,15,63
1504,El_Salvador,0,63
1505,Guyana,10,63
1506,Haiti,0,63
1507,Jamaica,0,63
1508,Mexico,35,63
1509,Peru,10,63
1510,Trinidad_and_Tobago,0,63
1511,United_States,155,63
1512,Other_places_of_birth_in_Americas,40,63
1513,Europe,570,63
1514,Bosnia_and_Herzegovina,10,63
1515,Croatia,0,63
1516,France,0,63
1517,Germany,55,63
1518,Greece,10,63
1519,Hungary,10,63
1520,Ireland,10,63
1521,Italy,30,63
1522,Netherlands,10,63
1523,Poland,60,63
1524,Portugal,0,63
1525,Romania,10,63
1526,Russian_Federation,10,63
1527,Serbia,10,63
1528,Ukraine,20,63
1529,United_Kingdom,270,63
1530,Other_places_of_birth_in_Europe,55,63
1531,Africa,30,63
1532,Algeria,0,63
1533,Egypt,0,63
1534,Ethiopia,0,63
1535,Kenya,0,63
1536,Morocco,0,63
1537,Nigeria,0,63
1538,Somalia,0,63
1539,South_Africa_Republic_of,10,63
1540,Other_places_of_birth_in_Africa,10,63
1541,Asia,260,63
1542,Afghanistan,0,63
1543,Bangladesh,0,63
1544,China,25,63
1545,Hong_Kong,10,63
1546,India,10,63
1547,Iran,30,63
1548,Iraq,10,63
1549,Japan,10,63
1550,Korea_South,15,63
1551,Lebanon,10,63
1552,Pakistan,0,63
1553,Philippines,50,63
1554,Sri_Lanka,0,63
1555,Syria,0,63
1556,Taiwan,10,63
1557,Viet_Nam,15,63
1558,Other_places_of_birth_in_Asia,75,63
1559,Oceania_and_other_places_of_birth,10,63
1560,Total_Immigrant_Population,590,63
1561,Americas,105,63
1562,Brazil,0,63
1563,Colombia,0,63
1564,El_Salvador,10,63
1565,Guyana,0,63
1566,Haiti,0,63
1567,Jamaica,10,63
1568,Mexico,20,63
1569,Peru,0,63
1570,Trinidad_and_Tobago,0,63
1571,United_States,60,63
1572,Other_places_of_birth_in_Americas,10,63
1573,Europe,320,63
1574,Bosnia_and_Herzegovina,0,63
1575,Croatia,15,63
1576,France,20,63
1577,Germany,20,63
1578,Greece,0,63
1579,Hungary,10,63
1580,Ireland,25,63
1581,Italy,0,63
1582,Netherlands,10,63
1583,Poland,10,63
1584,Portugal,0,63
1585,Romania,10,63
1586,Russian_Federation,10,63
1587,Serbia,0,63
1588,Ukraine,0,63
1589,United_Kingdom,160,63
1590,Other_places_of_birth_in_Europe,45,63
1591,Africa,45,63
1592,Algeria,0,63
1593,Egypt,0,63
1594,Ethiopia,0,63
1595,Kenya,10,63
1596,Morocco,0,63
1597,Nigeria,0,63
1598,Somalia,0,63
1599,South_Africa_Republic_of,25,63
1600,Other_places_of_birth_in_Africa,10,63
1601,Asia,105,63
1602,Afghanistan,0,63
1603,Bangladesh,10,63
1604,China,15,63
1605,Hong_Kong,15,63
1606,India,0,63
1607,Iran,0,63
1608,Iraq,0,63
1609,Japan,0,63
1610,Korea_South,0,63
1611,Lebanon,0,63
1612,Pakistan,0,63
1613,Philippines,25,63
1614,Sri_Lanka,0,63
1615,Syria,0,63
1616,Taiwan,10,63
1617,Viet_Nam,0,63
1618,Other_places_of_birth_in_Asia,35,63
1619,Oceania_and_other_places_of_birth,10,63
1620,Total_Immigrant_Population,595,63
1621,Americas,155,63
1622,Brazil,0,63
1623,Colombia,0,63
1624,El_Salvador,0,63
1625,Guyana,10,63
1626,Haiti,0,63
1627,Jamaica,10,63
1628,Mexico,10,63
1629,Peru,10,63
1630,Trinidad_and_Tobago,10,63
1631,United_States,95,63
1632,Other_places_of_birth_in_Americas,25,63
1633,Europe,350,63
1634,Bosnia_and_Herzegovina,0,63
1635,Croatia,10,63
1636,France,10,63
1637,Germany,30,63
1638,Greece,10,63
1639,Hungary,15,63
1640,Ireland,35,63
1641,Italy,15,63
1642,Netherlands,0,63
1643,Poland,0,63
1644,Portugal,0,63
1645,Romania,0,63
1646,Russian_Federation,10,63
1647,Serbia,10,63
1648,Ukraine,10,63
1649,United_Kingdom,165,63
1650,Other_places_of_birth_in_Europe,35,63
1651,Africa,15,63
1652,Algeria,0,63
1653,Egypt,0,63
1654,Ethiopia,0,63
1655,Kenya,10,63
1656,Morocco,0,63
1657,Nigeria,0,63
1658,Somalia,0,63
1659,South_Africa_Republic_of,10,63
1660,Other_places_of_birth_in_Africa,0,63
1661,Asia,70,63
1662,Afghanistan,0,63
1663,Bangladesh,0,63
1664,China,15,63
1665,Hong_Kong,0,63
1666,India,10,63
1667,Iran,0,63
1668,Iraq,0,63
1669,Japan,10,63
1670,Korea_South,15,63
1671,Lebanon,0,63
1672,Pakistan,10,63
1673,Philippines,0,63
1674,Sri_Lanka,0,63
1675,Syria,0,63
1676,Taiwan,0,63
1677,Viet_Nam,0,63
1678,Other_places_of_birth_in_Asia,15,63
1679,Oceania_and_other_places_of_birth,10,63
1680,Total_Immigrant_Population,1235,63
1681,Americas,305,63
1682,Brazil,10,63
1683,Colombia,0,63
1684,El_Salvador,0,63
1685,Guyana,35,63
1686,Haiti,0,63
1687,Jamaica,30,63
1688,Mexico,0,63
1689,Peru,0,63
1690,Trinidad_and_Tobago,40,63
1691,United_States,135,63
1692,Other_places_of_birth_in_Americas,60,63
1693,Europe,630,63
1694,Bosnia_and_Herzegovina,0,63
1695,Croatia,10,63
1696,France,45,63
1697,Germany,50,63
1698,Greece,25,63
1699,Hungary,10,63
1700,Ireland,35,63
1701,Italy,0,63
1702,Netherlands,40,63
1703,Poland,20,63
1704,Portugal,25,63
1705,Romania,15,63
1706,Russian_Federation,35,63
1707,Serbia,10,63
1708,Ukraine,0,63
1709,United_Kingdom,235,63
1710,Other_places_of_birth_in_Europe,80,63
1711,Africa,60,63
1712,Algeria,0,63
1713,Egypt,15,63
1714,Ethiopia,0,63
1715,Kenya,10,63
1716,Morocco,0,63
1717,Nigeria,0,63
1718,Somalia,0,63
1719,South_Africa_Republic_of,25,63
1720,Other_places_of_birth_in_Africa,10,63
1721,Asia,215,63
1722,Afghanistan,0,63
1723,Bangladesh,10,63
1724,China,35,63
1725,Hong_Kong,10,63
1726,India,35,63
1727,Iran,15,63
1728,Iraq,0,63
1729,Japan,20,63
1730,Korea_South,15,63
1731,Lebanon,0,63
1732,Pakistan,10,63
1733,Philippines,20,63
1734,Sri_Lanka,15,63
1735,Syria,0,63
1736,Taiwan,10,63
1737,Viet_Nam,10,63
1738,Other_places_of_birth_in_Asia,25,63
1739,Oceania_and_other_places_of_birth,25,63
1740,Total_Immigrant_Population,640,64
1741,Americas,205,64
1742,Brazil,10,64
1743,Colombia,0,64
1744,El_Salvador,10,64
1745,Guyana,25,64
1746,Haiti,0,64
1747,Jamaica,10,64
1748,Mexico,0,64
1749,Peru,10,64
1750,Trinidad_and_Tobago,10,64
1751,United_States,90,64
1752,Other_places_of_birth_in_Americas,50,64
1753,Europe,245,64
1754,Bosnia_and_Herzegovina,0,64
1755,Croatia,0,64
1756,France,15,64
1757,Germany,15,64
1758,Greece,10,64
1759,Hungary,10,64
1760,Ireland,10,64
1761,Italy,10,64
1762,Netherlands,0,64
1763,Poland,10,64
1764,Portugal,10,64
1765,Romania,15,64
1766,Russian_Federation,10,64
1767,Serbia,0,64
1768,Ukraine,0,64
1769,United_Kingdom,85,64
1770,Other_places_of_birth_in_Europe,45,64
1771,Africa,40,64
1772,Algeria,0,64
1773,Egypt,0,64
1774,Ethiopia,20,64
1775,Kenya,0,64
1776,Morocco,0,64
1777,Nigeria,0,64
1778,Somalia,0,64
1779,South_Africa_Republic_of,0,64
1780,Other_places_of_birth_in_Africa,20,64
1781,Asia,145,64
1782,Afghanistan,0,64
1783,Bangladesh,15,64
1784,China,30,64
1785,Hong_Kong,20,64
1786,India,20,64
1787,Iran,10,64
1788,Iraq,0,64
1789,Japan,10,64
1790,Korea_South,0,64
1791,Lebanon,0,64
1792,Pakistan,0,64
1793,Philippines,10,64
1794,Sri_Lanka,0,64
1795,Syria,0,64
1796,Taiwan,0,64
1797,Viet_Nam,15,64
1798,Other_places_of_birth_in_Asia,20,64
1799,Oceania_and_other_places_of_birth,0,64
1800,Total_Immigrant_Population,1840,65
1801,Americas,330,65
1802,Brazil,20,65
1803,Colombia,0,65
1804,El_Salvador,0,65
1805,Guyana,65,65
1806,Haiti,10,65
1807,Jamaica,30,65
1808,Mexico,10,65
1809,Peru,10,65
1810,Trinidad_and_Tobago,30,65
1811,United_States,50,65
1812,Other_places_of_birth_in_Americas,115,65
1813,Europe,395,65
1814,Bosnia_and_Herzegovina,30,65
1815,Croatia,10,65
1816,France,0,65
1817,Germany,15,65
1818,Greece,25,65
1819,Hungary,10,65
1820,Ireland,25,65
1821,Italy,20,65
1822,Netherlands,0,65
1823,Poland,15,65
1824,Portugal,10,65
1825,Romania,10,65
1826,Russian_Federation,10,65
1827,Serbia,0,65
1828,Ukraine,15,65
1829,United_Kingdom,165,65
1830,Other_places_of_birth_in_Europe,30,65
1831,Africa,110,65
1832,Algeria,0,65
1833,Egypt,10,65
1834,Ethiopia,30,65
1835,Kenya,10,65
1836,Morocco,0,65
1837,Nigeria,0,65
1838,Somalia,10,65
1839,South_Africa_Republic_of,10,65
1840,Other_places_of_birth_in_Africa,55,65
1841,Asia,1000,65
1842,Afghanistan,30,65
1843,Bangladesh,30,65
1844,China,300,65
1845,Hong_Kong,75,65
1846,India,125,65
1847,Iran,15,65
1848,Iraq,0,65
1849,Japan,0,65
1850,Korea_South,15,65
1851,Lebanon,0,65
1852,Pakistan,80,65
1853,Philippines,85,65
1854,Sri_Lanka,15,65
1855,Syria,0,65
1856,Taiwan,10,65
1857,Viet_Nam,145,65
1858,Other_places_of_birth_in_Asia,80,65
1859,Oceania_and_other_places_of_birth,10,65
1860,Total_Immigrant_Population,1220,70
1861,Americas,110,70
1862,Brazil,10,70
1863,Colombia,0,70
1864,El_Salvador,0,70
1865,Guyana,25,70
1866,Haiti,0,70
1867,Jamaica,20,70
1868,Mexico,10,70
1869,Peru,0,70
1870,Trinidad_and_Tobago,0,70
1871,United_States,30,70
1872,Other_places_of_birth_in_Americas,20,70
1873,Europe,170,70
1874,Bosnia_and_Herzegovina,0,70
1875,Croatia,0,70
1876,France,0,70
1877,Germany,15,70
1878,Greece,0,70
1879,Hungary,10,70
1880,Ireland,0,70
1881,Italy,0,70
1882,Netherlands,0,70
1883,Poland,0,70
1884,Portugal,40,70
1885,Romania,10,70
1886,Russian_Federation,10,70
1887,Serbia,0,70
1888,Ukraine,10,70
1889,United_Kingdom,60,70
1890,Other_places_of_birth_in_Europe,10,70
1891,Africa,40,70
1892,Algeria,0,70
1893,Egypt,10,70
1894,Ethiopia,0,70
1895,Kenya,0,70
1896,Morocco,0,70
1897,Nigeria,0,70
1898,Somalia,0,70
1899,South_Africa_Republic_of,0,70
1900,Other_places_of_birth_in_Africa,20,70
1901,Asia,885,70
1902,Afghanistan,0,70
1903,Bangladesh,25,70
1904,China,505,70
1905,Hong_Kong,40,70
1906,India,70,70
1907,Iran,10,70
1908,Iraq,10,70
1909,Japan,0,70
1910,Korea_South,10,70
1911,Lebanon,0,70
1912,Pakistan,10,70
1913,Philippines,50,70
1914,Sri_Lanka,0,70
1915,Syria,0,70
1916,Taiwan,0,70
1917,Viet_Nam,110,70
1918,Other_places_of_birth_in_Asia,50,70
1919,Oceania_and_other_places_of_birth,10,70
1920,Total_Immigrant_Population,295,70
1921,Americas,65,70
1922,Brazil,0,70
1923,Colombia,0,70
1924,El_Salvador,0,70
1925,Guyana,10,70
1926,Haiti,0,70
1927,Jamaica,0,70
1928,Mexico,0,70
1929,Peru,0,70
1930,Trinidad_and_Tobago,20,70
1931,United_States,20,70
1932,Other_places_of_birth_in_Americas,15,70
1933,Europe,80,70
1934,Bosnia_and_Herzegovina,0,70
1935,Croatia,0,70
1936,France,0,70
1937,Germany,10,70
1938,Greece,0,70
1939,Hungary,10,70
1940,Ireland,0,70
1941,Italy,0,70
1942,Netherlands,0,70
1943,Poland,10,70
1944,Portugal,0,70
1945,Romania,0,70
1946,Russian_Federation,0,70
1947,Serbia,10,70
1948,Ukraine,0,70
1949,United_Kingdom,30,70
1950,Other_places_of_birth_in_Europe,15,70
1951,Africa,0,70
1952,Algeria,0,70
1953,Egypt,0,70
1954,Ethiopia,0,70
1955,Kenya,0,70
1956,Morocco,0,70
1957,Nigeria,0,70
1958,Somalia,0,70
1959,South_Africa_Republic_of,0,70
1960,Other_places_of_birth_in_Africa,0,70
1961,Asia,135,70
1962,Afghanistan,0,70
1963,Bangladesh,0,70
1964,China,55,70
1965,Hong_Kong,20,70
1966,India,20,70
1967,Iran,0,70
1968,Iraq,0,70
1969,Japan,0,70
1970,Korea_South,0,70
1971,Lebanon,0,70
1972,Pakistan,0,70
1973,Philippines,0,70
1974,Sri_Lanka,0,70
1975,Syria,0,70
1976,Taiwan,10,70
1977,Viet_Nam,0,70
1978,Other_places_of_birth_in_Asia,25,70
1979,Oceania_and_other_places_of_birth,15,70
1980,Total_Immigrant_Population,1660,70
1981,Americas,275,70
1982,Brazil,10,70
1983,Colombia,10,70
1984,El_Salvador,10,70
1985,Guyana,25,70
1986,Haiti,0,70
1987,Jamaica,25,70
1988,Mexico,35,70
1989,Peru,0,70
1990,Trinidad_and_Tobago,15,70
1991,United_States,110,70
1992,Other_places_of_birth_in_Americas,40,70
1993,Europe,320,70
1994,Bosnia_and_Herzegovina,0,70
1995,Croatia,0,70
1996,France,10,70
1997,Germany,25,70
1998,Greece,10,70
1999,Hungary,0,70
2000,Ireland,25,70
2001,Italy,15,70
2002,Netherlands,10,70
2003,Poland,30,70
2004,Portugal,30,70
2005,Romania,10,70
2006,Russian_Federation,0,70
2007,Serbia,10,70
2008,Ukraine,15,70
2009,United_Kingdom,100,70
2010,Other_places_of_birth_in_Europe,25,70
2011,Africa,80,70
2012,Algeria,0,70
2013,Egypt,10,70
2014,Ethiopia,0,70
2015,Kenya,0,70
2016,Morocco,0,70
2017,Nigeria,0,70
2018,Somalia,20,70
2019,South_Africa_Republic_of,20,70
2020,Other_places_of_birth_in_Africa,30,70
2021,Asia,975,70
2022,Afghanistan,0,70
2023,Bangladesh,0,70
2024,China,545,70
2025,Hong_Kong,80,70
2026,India,45,70
2027,Iran,0,70
2028,Iraq,10,70
2029,Japan,10,70
2030,Korea_South,20,70
2031,Lebanon,0,70
2032,Pakistan,20,70
2033,Philippines,90,70
2034,Sri_Lanka,10,70
2035,Syria,0,70
2036,Taiwan,0,70
2037,Viet_Nam,115,70
2038,Other_places_of_birth_in_Asia,30,70
2039,Oceania_and_other_places_of_birth,15,70
2040,Total_Immigrant_Population,2420,70
2041,Americas,220,70
2042,Brazil,20,70
2043,Colombia,0,70
2044,El_Salvador,15,70
2045,Guyana,15,70
2046,Haiti,10,70
2047,Jamaica,10,70
2048,Mexico,15,70
2049,Peru,0,70
2050,Trinidad_and_Tobago,25,70
2051,United_States,105,70
2052,Other_places_of_birth_in_Americas,15,70
2053,Europe,280,70
2054,Bosnia_and_Herzegovina,0,70
2055,Croatia,0,70
2056,France,10,70
2057,Germany,20,70
2058,Greece,30,70
2059,Hungary,10,70
2060,Ireland,25,70
2061,Italy,10,70
2062,Netherlands,10,70
2063,Poland,25,70
2064,Portugal,10,70
2065,Romania,0,70
2066,Russian_Federation,10,70
2067,Serbia,10,70
2068,Ukraine,10,70
2069,United_Kingdom,100,70
2070,Other_places_of_birth_in_Europe,20,70
2071,Africa,100,70
2072,Algeria,0,70
